ÀÏÀÚ,±¸ºÐ,°è,05½Ã,06½Ã,07½Ã,08½Ã,09½Ã,10½Ã,11½Ã,12½Ã,13½Ã,14½Ã,15½Ã,16½Ã,17½Ã,18½Ã,19½Ã,20½Ã,21½Ã,22½Ã,23½Ã,24½Ã,01½Ã,02½Ã,03½Ã,04½Ã
2021-02-20,½ÂÂ÷,128473 ,2134 ,3263 ,5451 ,6870 ,6897 ,7023 ,8527 ,9602 ,9477 ,9164 ,9515 ,10370 ,10065 ,7904 ,5546 ,5190 ,5370 ,4492 ,1288 ,311 ,1 ,0 ,0 ,13 
2021-02-20,ÇÏÂ÷,127402 ,599 ,2900 ,4004 ,5814 ,6224 ,6346 ,7037 ,8734 ,9127 ,9254 ,8848 ,9512 ,10628 ,9361 ,7018 ,5566 ,5732 ,6367 ,3234 ,1078 ,13 ,0 ,0 ,6 
2021-02-21,½ÂÂ÷,94105 ,1171 ,1777 ,2725 ,4158 ,5082 ,5222 ,5877 ,7026 ,7365 ,7519 ,7674 ,7554 ,7037 ,6040 ,4806 ,4473 ,4277 ,3173 ,939 ,199 ,6 ,2 ,0 ,3 
2021-02-21,ÇÏÂ÷,93837 ,374 ,1474 ,1934 ,3095 ,4580 ,4812 ,5076 ,6128 ,7016 ,7525 ,7181 ,7551 ,7418 ,6743 ,5585 ,4654 ,4997 ,4623 ,2273 ,769 ,27 ,0 ,0 ,2 
2021-02-22,½ÂÂ÷,174599 ,3406 ,8251 ,20627 ,18803 ,8740 ,6700 ,7064 ,7616 ,7723 ,7744 ,8808 ,9287 ,14812 ,18363 ,8463 ,7324 ,5713 ,3758 ,1117 ,261 ,3 ,0 ,0 ,16 
2021-02-22,ÇÏÂ÷,172375 ,910 ,4706 ,11823 ,20232 ,9197 ,5964 ,6454 ,6777 ,7613 ,7437 ,8075 ,8841 ,11874 ,20237 ,15677 ,9227 ,7417 ,6231 ,2773 ,894 ,7 ,0 ,0 ,9 
2021-02-23,½ÂÂ÷,173760 ,3231 ,8070 ,20807 ,19035 ,8691 ,6411 ,7010 ,7414 ,7668 ,7630 ,8439 ,9458 ,14440 ,18147 ,8213 ,7288 ,6124 ,4121 ,1267 ,275 ,5 ,3 ,0 ,13 
2021-02-23,ÇÏÂ÷,171791 ,887 ,4698 ,11591 ,20622 ,9370 ,5822 ,6148 ,6535 ,7542 ,7325 ,8060 ,8408 ,12045 ,20172 ,15292 ,8912 ,7612 ,6702 ,3057 ,947 ,27 ,5 ,0 ,12 
2021-02-24,½ÂÂ÷,175193 ,3262 ,8144 ,20284 ,18509 ,8387 ,6483 ,6902 ,7563 ,7654 ,7654 ,8662 ,9814 ,15899 ,18890 ,8106 ,6743 ,6057 ,4490 ,1358 ,307 ,12 ,1 ,0 ,12 
2021-02-24,ÇÏÂ÷,174484 ,926 ,4658 ,11657 ,20678 ,9368 ,5954 ,6237 ,6627 ,7676 ,7325 ,8070 ,8947 ,12513 ,21042 ,15033 ,8904 ,7462 ,6959 ,3284 ,1127 ,29 ,1 ,0 ,7 
2021-02-25,½ÂÂ÷,176206 ,3258 ,8003 ,20809 ,19742 ,9172 ,6648 ,6976 ,7460 ,7853 ,7729 ,8431 ,9574 ,14629 ,17790 ,8213 ,7332 ,6465 ,4432 ,1324 ,345 ,3 ,1 ,0 ,17 
2021-02-25,ÇÏÂ÷,172608 ,889 ,4746 ,11595 ,20570 ,9374 ,5921 ,6204 ,6675 ,7583 ,7544 ,7755 ,8753 ,11824 ,19786 ,14683 ,9113 ,7813 ,7166 ,3502 ,1070 ,26 ,2 ,0 ,14 
2021-02-26,½ÂÂ÷,183140 ,3246 ,7756 ,20116 ,18477 ,9041 ,7085 ,7417 ,8007 ,8236 ,8273 ,9450 ,10861 ,15933 ,18974 ,8958 ,7283 ,6422 ,5462 ,1712 ,403 ,15 ,0 ,0 ,13 
2021-02-26,ÇÏÂ÷,181406 ,816 ,4676 ,11457 ,19934 ,9570 ,6237 ,6473 ,7155 ,7965 ,8000 ,8605 ,9936 ,13112 ,20677 ,15578 ,9214 ,8085 ,8080 ,4308 ,1489 ,35 ,2 ,0 ,2 
2021-02-27,½ÂÂ÷,132673 ,2176 ,3335 ,5471 ,7148 ,7397 ,7719 ,8965 ,9493 ,9778 ,9361 ,9814 ,10479 ,10327 ,8055 ,6054 ,5317 ,5356 ,4755 ,1361 ,296 ,1 ,0 ,0 ,15 
2021-02-27,ÇÏÂ÷,130798 ,623 ,2986 ,3968 ,5797 ,6543 ,6640 ,7310 ,8812 ,9023 ,9334 ,9283 ,9926 ,10459 ,9587 ,7321 ,5762 ,6047 ,6686 ,3496 ,1177 ,13 ,0 ,0 ,5 
2021-02-28,½ÂÂ÷,100363 ,1237 ,1859 ,2773 ,4228 ,5562 ,5827 ,6366 ,7592 ,7751 ,8045 ,7804 ,8165 ,7696 ,6176 ,4821 ,4417 ,4460 ,4024 ,1235 ,298 ,14 ,2 ,0 ,11 
2021-02-28,ÇÏÂ÷,99805 ,400 ,1541 ,1916 ,3097 ,4788 ,5320 ,5529 ,6640 ,7257 ,7686 ,7515 ,8060 ,8106 ,7215 ,5699 ,4684 ,4917 ,5447 ,2894 ,1037 ,49 ,3 ,0 ,5 
2021-03-01,½ÂÂ÷,78070 ,1543 ,2279 ,3227 ,3701 ,4011 ,3803 ,4674 ,5134 ,5155 ,5377 ,5704 ,6137 ,6270 ,5253 ,4059 ,3866 ,3974 ,2886 ,811 ,182 ,13 ,1 ,0 ,10 
2021-03-01,ÇÏÂ÷,76905 ,407 ,2060 ,2433 ,3145 ,3691 ,3261 ,3776 ,4558 ,4924 ,5147 ,5402 ,5708 ,6393 ,5883 ,4855 ,3995 ,4455 ,4175 ,1965 ,647 ,19 ,0 ,0 ,6 
2021-03-02,½ÂÂ÷,179487 ,3474 ,8629 ,22652 ,19754 ,8683 ,6696 ,6995 ,7697 ,7460 ,7647 ,8672 ,10128 ,15086 ,18541 ,8747 ,7197 ,5869 ,4030 ,1225 ,277 ,13 ,3 ,0 ,12 
2021-03-02,ÇÏÂ÷,177241 ,887 ,4830 ,12428 ,22065 ,9420 ,6033 ,6252 ,6792 ,7236 ,7352 ,8025 ,9274 ,12841 ,20495 ,15823 ,9384 ,7590 ,6471 ,3050 ,948 ,35 ,2 ,0 ,8 
2021-03-03,½ÂÂ÷,181353 ,3417 ,8576 ,22846 ,20594 ,8996 ,6543 ,6888 ,7206 ,7276 ,7314 ,9065 ,10199 ,16089 ,19048 ,8373 ,6752 ,6064 ,4376 ,1384 ,309 ,16 ,2 ,0 ,20 
2021-03-03,ÇÏÂ÷,179075 ,887 ,4937 ,12552 ,23084 ,9584 ,5900 ,6032 ,6427 ,7040 ,7300 ,8047 ,9299 ,13162 ,21249 ,15605 ,9060 ,7621 ,6890 ,3259 ,1097 ,31 ,4 ,0 ,8 
2021-03-04,½ÂÂ÷,179600 ,3335 ,8483 ,22562 ,20455 ,8904 ,6464 ,6630 ,7251 ,7326 ,7240 ,8536 ,10380 ,15303 ,18570 ,8332 ,7373 ,6282 ,4477 ,1300 ,366 ,13 ,1 ,0 ,17 
2021-03-04,ÇÏÂ÷,177375 ,915 ,4950 ,12659 ,22567 ,9546 ,5887 ,5825 ,6277 ,7083 ,6998 ,7566 ,9256 ,12889 ,20630 ,15210 ,9298 ,7965 ,7239 ,3418 ,1163 ,29 ,1 ,0 ,4 
2021-03-05,½ÂÂ÷,191175 ,3320 ,8234 ,22496 ,20448 ,9096 ,6530 ,7363 ,7636 ,7918 ,8208 ,9990 ,11529 ,16628 ,20576 ,9258 ,7533 ,6735 ,5646 ,1595 ,418 ,5 ,1 ,0 ,12 
2021-03-05,ÇÏÂ÷,188903 ,882 ,4903 ,12446 ,22684 ,9740 ,5942 ,6262 ,6927 ,7660 ,7802 ,9002 ,10260 ,13776 ,22280 ,16490 ,9512 ,8161 ,8467 ,4171 ,1499 ,31 ,3 ,0 ,3 
2021-03-06,½ÂÂ÷,134470 ,2318 ,3301 ,5710 ,7198 ,7586 ,7755 ,8779 ,10142 ,9978 ,9792 ,9810 ,10501 ,10285 ,8182 ,5885 ,5212 ,5550 ,4782 ,1359 ,334 ,1 ,0 ,0 ,10 
2021-03-06,ÇÏÂ÷,132877 ,616 ,2995 ,4135 ,6020 ,6807 ,6797 ,7605 ,8844 ,9193 ,9602 ,9230 ,10200 ,10680 ,9661 ,7268 ,5701 ,6088 ,6840 ,3439 ,1144 ,5 ,0 ,0 ,7 
2021-03-07,½ÂÂ÷,98721 ,1233 ,1837 ,2889 ,4379 ,5522 ,5479 ,6337 ,7467 ,7451 ,7587 ,8109 ,7999 ,7394 ,6314 ,5154 ,4678 ,4422 ,3245 ,980 ,214 ,13 ,3 ,0 ,15 
2021-03-07,ÇÏÂ÷,97807 ,376 ,1566 ,1922 ,3242 ,4857 ,5229 ,5313 ,6672 ,7117 ,7538 ,7623 ,7774 ,7862 ,7032 ,5843 ,4879 ,5099 ,4738 ,2314 ,752 ,46 ,2 ,0 ,11 
2021-03-08,½ÂÂ÷,180569 ,3505 ,8906 ,22949 ,20203 ,8953 ,6718 ,7035 ,7485 ,7296 ,7335 ,8786 ,10585 ,15135 ,18936 ,8387 ,7165 ,5828 ,3852 ,1197 ,288 ,8 ,0 ,0 ,17 
2021-03-08,ÇÏÂ÷,178420 ,945 ,4985 ,12812 ,22847 ,9679 ,6013 ,6249 ,6647 ,6876 ,7132 ,7906 ,9652 ,12831 ,20765 ,16180 ,9044 ,7518 ,6361 ,2963 ,987 ,22 ,0 ,0 ,6 
2021-03-09,½ÂÂ÷,182577 ,3418 ,8723 ,23177 ,21076 ,9294 ,6837 ,6866 ,7324 ,7307 ,7251 ,8470 ,10681 ,15479 ,18838 ,8606 ,7202 ,6222 ,4203 ,1248 ,315 ,12 ,2 ,0 ,26 
2021-03-09,ÇÏÂ÷,180104 ,901 ,5141 ,12730 ,23258 ,9878 ,6143 ,6110 ,6473 ,7137 ,7045 ,7874 ,9281 ,13227 ,20893 ,15835 ,9178 ,8010 ,6775 ,3142 ,1037 ,23 ,2 ,0 ,11 
2021-03-10,½ÂÂ÷,184242 ,3429 ,8528 ,23119 ,20965 ,9038 ,6716 ,6944 ,7592 ,7359 ,7269 ,8877 ,10826 ,16428 ,19533 ,8561 ,6752 ,6058 ,4547 ,1350 ,332 ,3 ,0 ,0 ,16 
2021-03-10,ÇÏÂ÷,182233 ,823 ,5051 ,12850 ,23368 ,9607 ,6176 ,6084 ,6530 ,7248 ,7096 ,7915 ,9648 ,13547 ,22121 ,15828 ,8896 ,7679 ,7164 ,3475 ,1107 ,15 ,0 ,0 ,5 
2021-03-11,½ÂÂ÷,183317 ,3402 ,8536 ,23084 ,20844 ,9102 ,6451 ,6967 ,7198 ,7436 ,7352 ,8814 ,10937 ,15852 ,18478 ,8458 ,7269 ,6627 ,4717 ,1481 ,288 ,11 ,1 ,0 ,12 
2021-03-11,ÇÏÂ÷,181603 ,911 ,5027 ,12762 ,23179 ,9562 ,6024 ,6035 ,6458 ,7199 ,7271 ,7891 ,9548 ,13488 ,20927 ,15655 ,9151 ,8099 ,7527 ,3690 ,1171 ,24 ,1 ,0 ,3 
2021-03-12,½ÂÂ÷,190104 ,3284 ,8262 ,22020 ,20471 ,9153 ,6814 ,7073 ,7663 ,7890 ,7981 ,9828 ,11672 ,16613 ,20129 ,9023 ,7473 ,6798 ,5853 ,1629 ,446 ,17 ,3 ,0 ,9 
2021-03-12,ÇÏÂ÷,188282 ,864 ,4947 ,12346 ,22727 ,9659 ,6127 ,6391 ,6960 ,7585 ,7794 ,8724 ,10303 ,13412 ,22348 ,16245 ,9402 ,7931 ,8692 ,4241 ,1536 ,39 ,3 ,0 ,6 
2021-03-13,½ÂÂ÷,139167 ,2276 ,3420 ,5831 ,7507 ,7656 ,7807 ,9317 ,10165 ,10433 ,10061 ,10269 ,11155 ,11113 ,8501 ,5932 ,5362 ,5553 ,5036 ,1434 ,328 ,0 ,0 ,0 ,11 
2021-03-13,ÇÏÂ÷,137555 ,629 ,3040 ,4276 ,6191 ,7017 ,6933 ,7979 ,9232 ,9946 ,9837 ,9585 ,10517 ,11072 ,10041 ,7198 ,5988 ,6183 ,7067 ,3577 ,1236 ,6 ,0 ,0 ,5 
2021-03-14,½ÂÂ÷,100052 ,1277 ,1810 ,2837 ,4493 ,5488 ,5757 ,6229 ,7720 ,7953 ,7623 ,7958 ,7949 ,7731 ,6333 ,5214 ,4700 ,4497 ,3251 ,993 ,220 ,11 ,0 ,0 ,8 
2021-03-14,ÇÏÂ÷,99482 ,368 ,1527 ,1907 ,3287 ,4892 ,5349 ,5311 ,6736 ,7521 ,7610 ,7572 ,7912 ,7966 ,7175 ,6019 ,4950 ,5113 ,4907 ,2486 ,819 ,48 ,0 ,0 ,7 
2021-03-15,½ÂÂ÷,179558 ,3634 ,8731 ,22979 ,20335 ,9023 ,6645 ,6847 ,7193 ,7198 ,7174 ,8667 ,10354 ,15294 ,18854 ,8239 ,6949 ,6067 ,3851 ,1229 ,278 ,8 ,1 ,0 ,8 
2021-03-15,ÇÏÂ÷,177351 ,930 ,5127 ,12826 ,22622 ,9576 ,5973 ,6012 ,6551 ,6979 ,7030 ,7896 ,9193 ,12870 ,21225 ,15792 ,8926 ,7568 ,6290 ,2969 ,972 ,22 ,2 ,0 ,0 
2021-03-16,½ÂÂ÷,181399 ,3438 ,8622 ,23342 ,20961 ,9073 ,6610 ,6776 ,7028 ,7126 ,7051 ,8313 ,10635 ,15460 ,18811 ,8579 ,7230 ,6461 ,4282 ,1266 ,295 ,11 ,3 ,0 ,26 
2021-03-16,ÇÏÂ÷,179222 ,902 ,5011 ,12957 ,23181 ,9847 ,6030 ,5850 ,6220 ,7024 ,6789 ,7725 ,9040 ,13249 ,21370 ,15591 ,9138 ,7970 ,7017 ,3197 ,1078 ,26 ,2 ,0 ,8 
2021-03-17,½ÂÂ÷,186497 ,3474 ,8611 ,23483 ,20950 ,9167 ,6645 ,6903 ,7516 ,7514 ,7250 ,8846 ,11412 ,16737 ,19762 ,8579 ,6893 ,6379 ,4629 ,1382 ,327 ,17 ,2 ,0 ,19 
2021-03-17,ÇÏÂ÷,184139 ,923 ,4976 ,12998 ,23352 ,9726 ,6165 ,6019 ,6622 ,7224 ,7122 ,8042 ,9992 ,13714 ,22401 ,15781 ,9213 ,7719 ,7501 ,3466 ,1130 ,42 ,3 ,0 ,8 
2021-03-18,½ÂÂ÷,184494 ,3395 ,8583 ,23311 ,20712 ,9297 ,6878 ,7032 ,7121 ,7439 ,7391 ,8611 ,10861 ,15838 ,18877 ,8372 ,7592 ,6689 ,4729 ,1435 ,309 ,4 ,0 ,0 ,18 
2021-03-18,ÇÏÂ÷,182325 ,896 ,5013 ,12982 ,23200 ,9749 ,6139 ,6239 ,6474 ,7227 ,7229 ,7584 ,9543 ,13355 ,21597 ,15393 ,9182 ,8128 ,7576 ,3641 ,1153 ,22 ,0 ,0 ,3 
2021-03-19,½ÂÂ÷,194741 ,3402 ,8297 ,22207 ,20752 ,9245 ,7087 ,7443 ,8167 ,8364 ,8417 ,9769 ,12487 ,17204 ,20436 ,9205 ,7494 ,6648 ,5889 ,1783 ,415 ,8 ,8 ,0 ,14 
2021-03-19,ÇÏÂ÷,192902 ,964 ,4826 ,12601 ,22974 ,10016 ,6258 ,6508 ,7231 ,7991 ,8143 ,8917 ,10670 ,14529 ,22733 ,16337 ,9351 ,8015 ,8615 ,4610 ,1578 ,29 ,4 ,0 ,2 
2021-03-20,½ÂÂ÷,123310 ,2302 ,3256 ,5771 ,7157 ,6924 ,6936 ,8293 ,8923 ,8483 ,8200 ,8518 ,9668 ,9666 ,7388 ,5153 ,5029 ,5214 ,4781 ,1327 ,305 ,0 ,0 ,0 ,16 
2021-03-20,ÇÏÂ÷,121810 ,652 ,3048 ,4058 ,5957 ,6296 ,5900 ,6783 ,8180 ,8255 ,8140 ,7999 ,8999 ,9769 ,8798 ,6641 ,5265 ,5828 ,6672 ,3430 ,1130 ,2 ,0 ,0 ,8 
2021-03-21,½ÂÂ÷,99130 ,1249 ,1903 ,2901 ,4499 ,5637 ,5837 ,6325 ,7818 ,7655 ,7687 ,7730 ,7759 ,7313 ,6248 ,5031 ,4569 ,4327 ,3500 ,900 ,198 ,19 ,3 ,0 ,22 
2021-03-21,ÇÏÂ÷,98552 ,397 ,1570 ,1926 ,3291 ,4866 ,5515 ,5426 ,6710 ,7111 ,7652 ,7395 ,7867 ,7433 ,6982 ,5983 ,5046 ,5280 ,4986 ,2340 ,721 ,45 ,3 ,0 ,7 
2021-03-22,½ÂÂ÷,179875 ,3561 ,8894 ,23119 ,20323 ,8975 ,6698 ,6914 ,7191 ,7195 ,7087 ,8479 ,10572 ,15151 ,18960 ,8314 ,6917 ,5933 ,4046 ,1208 ,314 ,3 ,2 ,0 ,19 
2021-03-22,ÇÏÂ÷,177460 ,968 ,5037 ,13022 ,22772 ,9461 ,5977 ,6110 ,6243 ,6947 ,6854 ,7856 ,9204 ,12695 ,21341 ,15667 ,9101 ,7631 ,6489 ,3063 ,993 ,23 ,0 ,0 ,6 
2021-03-23,½ÂÂ÷,185097 ,3557 ,8694 ,23570 ,21203 ,9408 ,6589 ,6834 ,7337 ,7700 ,7353 ,8367 ,10919 ,15912 ,18939 ,8640 ,7384 ,6514 ,4423 ,1415 ,319 ,9 ,1 ,0 ,10 
2021-03-23,ÇÏÂ÷,182805 ,936 ,5027 ,13262 ,23272 ,9996 ,6029 ,6093 ,6445 ,7448 ,7168 ,7852 ,9277 ,13787 ,21220 ,15806 ,9343 ,7931 ,7223 ,3538 ,1114 ,32 ,2 ,0 ,4 
2021-03-24,½ÂÂ÷,186674 ,3505 ,8639 ,23590 ,20872 ,9321 ,6803 ,6998 ,7434 ,7517 ,7271 ,8513 ,11077 ,17331 ,19663 ,8509 ,6899 ,6249 ,4672 ,1435 ,352 ,9 ,0 ,0 ,15 
2021-03-24,ÇÏÂ÷,184543 ,934 ,5064 ,13069 ,23381 ,9881 ,6047 ,6256 ,6683 ,7344 ,7091 ,7835 ,9583 ,14143 ,22273 ,15884 ,9302 ,7566 ,7438 ,3508 ,1232 ,24 ,1 ,0 ,4 
2021-03-25,½ÂÂ÷,187550 ,3479 ,8640 ,23477 ,21019 ,9491 ,6875 ,7106 ,7624 ,7741 ,7432 ,8601 ,11064 ,16253 ,19010 ,8763 ,7661 ,6741 ,4777 ,1410 ,360 ,7 ,0 ,0 ,19 
2021-03-25,ÇÏÂ÷,185306 ,930 ,5073 ,13152 ,23182 ,10080 ,6160 ,6258 ,6810 ,7381 ,7201 ,7969 ,9181 ,14116 ,21686 ,15738 ,9338 ,8210 ,7750 ,3861 ,1192 ,34 ,3 ,0 ,1 
2021-03-26,½ÂÂ÷,195950 ,3405 ,8410 ,22581 ,20620 ,9549 ,7022 ,7382 ,8156 ,8593 ,8202 ,9936 ,12031 ,17567 ,20508 ,9273 ,7446 ,6964 ,6011 ,1799 ,473 ,5 ,2 ,0 ,15 
2021-03-26,ÇÏÂ÷,193607 ,892 ,5031 ,12646 ,23074 ,10090 ,6384 ,6387 ,7160 ,8037 ,7874 ,8902 ,10560 ,14634 ,22717 ,16425 ,9362 ,8244 ,8796 ,4674 ,1668 ,44 ,3 ,0 ,3 
2021-03-27,½ÂÂ÷,122611 ,2285 ,3347 ,5879 ,7394 ,7325 ,7320 ,8490 ,9699 ,8855 ,8280 ,8254 ,9075 ,8980 ,6889 ,4936 ,4589 ,4981 ,4552 ,1188 ,282 ,0 ,0 ,0 ,11 
2021-03-27,ÇÏÂ÷,121528 ,654 ,3059 ,4227 ,6260 ,6599 ,6496 ,7038 ,8709 ,8529 ,8365 ,7912 ,8787 ,9434 ,8217 ,6307 ,5133 ,5629 ,6103 ,3039 ,1021 ,2 ,0 ,0 ,8 
2021-03-28,½ÂÂ÷,89464 ,1178 ,1689 ,2553 ,3920 ,4690 ,4757 ,5428 ,6758 ,7202 ,6816 ,7062 ,7217 ,6535 ,5469 ,4707 ,4332 ,4323 ,3667 ,900 ,235 ,16 ,2 ,0 ,8 
2021-03-28,ÇÏÂ÷,89443 ,366 ,1397 ,1803 ,2838 ,4026 ,4258 ,4595 ,5780 ,6807 ,6765 ,6818 ,7064 ,6957 ,6397 ,5340 ,4633 ,4950 ,5256 ,2545 ,794 ,40 ,5 ,0 ,9 
2021-03-29,½ÂÂ÷,180732 ,3587 ,8910 ,23318 ,20242 ,9077 ,6579 ,6845 ,7304 ,7206 ,6803 ,8596 ,10647 ,15465 ,18852 ,8508 ,7114 ,5998 ,4056 ,1298 ,309 ,7 ,1 ,0 ,10 
2021-03-29,ÇÏÂ÷,178366 ,974 ,5093 ,13117 ,22440 ,9671 ,5926 ,6012 ,6396 ,6946 ,6860 ,7814 ,9258 ,12899 ,21188 ,16098 ,9201 ,7679 ,6668 ,3090 ,1010 ,23 ,1 ,0 ,2 
2021-03-30,½ÂÂ÷,184167 ,3482 ,8906 ,23513 ,21210 ,9397 ,6652 ,6714 ,7201 ,7441 ,6996 ,8446 ,10748 ,15754 ,18960 ,8563 ,7346 ,6449 ,4532 ,1486 ,341 ,9 ,2 ,0 ,19 
2021-03-30,ÇÏÂ÷,182056 ,904 ,5124 ,13204 ,23149 ,9922 ,5984 ,5934 ,6441 ,7174 ,7043 ,7682 ,9148 ,13455 ,21345 ,15933 ,9442 ,8176 ,7136 ,3683 ,1133 ,26 ,1 ,0 ,17 
2021-03-31,½ÂÂ÷,187457 ,3501 ,8925 ,23457 ,20781 ,9440 ,6853 ,6798 ,7487 ,7671 ,7498 ,8805 ,11049 ,16796 ,19791 ,8765 ,6768 ,6331 ,4882 ,1455 ,375 ,11 ,1 ,0 ,17 
2021-03-31,ÇÏÂ÷,185613 ,992 ,5136 ,13223 ,23179 ,9757 ,6328 ,6177 ,6620 ,7376 ,7292 ,8068 ,9683 ,13786 ,22194 ,15938 ,9149 ,7766 ,7826 ,3783 ,1302 ,35 ,1 ,0 ,2 
2021-04-01,½ÂÂ÷,187370 ,3517 ,8873 ,23474 ,21092 ,9451 ,7077 ,7135 ,7710 ,7463 ,7366 ,8534 ,11157 ,15909 ,18912 ,8772 ,7396 ,6551 ,4981 ,1555 ,413 ,12 ,6 ,0 ,14 
2021-04-01,ÇÏÂ÷,185054 ,974 ,5094 ,13178 ,23359 ,9942 ,6280 ,6216 ,6763 ,7352 ,7095 ,7924 ,9585 ,13418 ,21227 ,15992 ,9382 ,8181 ,7706 ,4005 ,1329 ,45 ,3 ,0 ,4 
2021-04-02,½ÂÂ÷,193889 ,3425 ,8517 ,22610 ,20741 ,9465 ,7092 ,7378 ,7717 ,7943 ,7937 ,9738 ,12222 ,17318 ,20820 ,9058 ,7089 ,6656 ,5772 ,1881 ,483 ,12 ,1 ,0 ,14 
2021-04-02,ÇÏÂ÷,191567 ,952 ,4993 ,12719 ,22974 ,9832 ,6215 ,6450 ,6865 ,7767 ,7711 ,8746 ,10439 ,14738 ,22711 ,16505 ,9269 ,7953 ,8425 ,4660 ,1605 ,33 ,0 ,0 ,5 
2021-04-03,½ÂÂ÷,112962 ,2200 ,3126 ,5582 ,6955 ,6889 ,6802 ,7499 ,8367 ,7836 ,7319 ,7645 ,8219 ,7978 ,6190 ,4641 ,4606 ,4920 ,4669 ,1216 ,295 ,0 ,0 ,0 ,8 
2021-04-03,ÇÏÂ÷,111747 ,632 ,2828 ,3977 ,5893 ,6186 ,5827 ,6462 ,7488 ,7528 ,7391 ,7173 ,8037 ,8192 ,7479 ,5871 ,4814 ,5420 ,6304 ,3138 ,1082 ,7 ,0 ,0 ,18 
2021-04-04,½ÂÂ÷,101114 ,1162 ,1760 ,2731 ,4248 ,5351 ,5763 ,6235 ,7511 ,7932 ,7697 ,7771 ,8228 ,8230 ,6589 ,5332 ,4924 ,4624 ,3690 ,1042 ,258 ,20 ,3 ,0 ,13 
2021-04-04,ÇÏÂ÷,100317 ,367 ,1468 ,1755 ,3262 ,4652 ,5273 ,5328 ,6517 ,7573 ,7777 ,7413 ,8114 ,8074 ,7406 ,6105 ,5262 ,5302 ,5236 ,2499 ,867 ,58 ,3 ,0 ,6 
2021-04-05,½ÂÂ÷,185276 ,3652 ,9207 ,23475 ,20541 ,9423 ,6901 ,7017 ,7486 ,7758 ,7468 ,8967 ,10690 ,15793 ,18976 ,8774 ,7328 ,6116 ,4041 ,1270 ,347 ,9 ,4 ,0 ,33 
2021-04-05,ÇÏÂ÷,183339 ,969 ,5217 ,13391 ,22696 ,10000 ,6416 ,6229 ,6703 ,7377 ,7399 ,8237 ,9415 ,13161 ,21550 ,16263 ,9565 ,7858 ,6613 ,3182 ,1055 ,24 ,4 ,0 ,15 
2021-04-06,½ÂÂ÷,186573 ,3544 ,9019 ,23545 ,21119 ,9536 ,6931 ,6937 ,7398 ,7716 ,7162 ,8399 ,11073 ,16113 ,18965 ,8443 ,7419 ,7055 ,4514 ,1338 ,309 ,14 ,1 ,0 ,23 
2021-04-06,ÇÏÂ÷,184348 ,933 ,5144 ,13246 ,23256 ,10067 ,6368 ,6199 ,6445 ,7378 ,7116 ,8036 ,9417 ,13922 ,21431 ,15918 ,9346 ,8173 ,7285 ,3579 ,1047 ,26 ,2 ,0 ,14 
2021-04-07,½ÂÂ÷,187891 ,3502 ,8967 ,23554 ,21021 ,9372 ,6902 ,6864 ,7372 ,7624 ,7189 ,8627 ,11463 ,17134 ,19818 ,8335 ,6926 ,6423 ,4930 ,1460 ,384 ,5 ,3 ,0 ,16 
2021-04-07,ÇÏÂ÷,185431 ,949 ,5146 ,13258 ,23322 ,9864 ,6373 ,6072 ,6565 ,7394 ,7114 ,7870 ,9724 ,14099 ,22528 ,15785 ,9183 ,7688 ,7523 ,3654 ,1290 ,26 ,1 ,0 ,3 
2021-04-08,½ÂÂ÷,186591 ,3536 ,8891 ,23413 ,21226 ,9275 ,6716 ,6925 ,7322 ,7383 ,7108 ,8598 ,11104 ,16010 ,19085 ,8590 ,7504 ,7006 ,5108 ,1420 ,339 ,12 ,3 ,0 ,17 
2021-04-08,ÇÏÂ÷,184613 ,976 ,5193 ,13323 ,23240 ,9974 ,6226 ,6120 ,6468 ,7319 ,7132 ,7699 ,9502 ,13946 ,21149 ,15851 ,9398 ,8206 ,7980 ,3695 ,1172 ,35 ,2 ,0 ,7 
2021-04-09,½ÂÂ÷,193155 ,3482 ,8563 ,22555 ,20655 ,9291 ,6922 ,7234 ,7857 ,7951 ,8121 ,9656 ,12121 ,17040 ,20500 ,9240 ,7378 ,6459 ,5935 ,1749 ,410 ,8 ,1 ,0 ,27 
2021-04-09,ÇÏÂ÷,190534 ,911 ,5116 ,12870 ,22873 ,9940 ,6359 ,6345 ,7060 ,7679 ,7550 ,8758 ,10269 ,14106 ,22444 ,16355 ,9241 ,7930 ,8616 ,4573 ,1486 ,40 ,2 ,0 ,11 
2021-04-10,½ÂÂ÷,137459 ,2487 ,3680 ,5962 ,7811 ,7900 ,8122 ,8980 ,10055 ,9966 ,9492 ,9862 ,10627 ,10538 ,8371 ,5985 ,5435 ,5336 ,5067 ,1418 ,337 ,0 ,0 ,0 ,28 
2021-04-10,ÇÏÂ÷,136214 ,581 ,3479 ,4397 ,6338 ,7286 ,7165 ,7591 ,8943 ,9328 ,9474 ,9313 ,10185 ,10749 ,9749 ,7296 ,6111 ,6193 ,7041 ,3662 ,1311 ,4 ,0 ,0 ,18 
2021-04-11,½ÂÂ÷,100472 ,1329 ,1965 ,3070 ,4879 ,5905 ,5998 ,6748 ,7659 ,7630 ,7689 ,7531 ,7900 ,7363 ,5979 ,4997 ,4548 ,4443 ,3471 ,1084 ,254 ,17 ,2 ,0 ,11 
